source_id,campus,sentence_index,sentence_id,sentence,ideological,ideological_score,institutionalized,institutionalized_score,interpersonal,interpersonal_score,internalized,internalized_score,primary_leaning,rationale,gemini_raw,reviewed,review_notes
10,Long Beach,16,10_16,My main desire in life is to make a difference for others who have not been as lucky as I was.,0,0.0,0,0.0,0,0.0,0,0.0,none,"The sentence expresses a desire to help others who are less fortunate, but it does not explicitly mention or lean towards any of the four forms of oppression. It's a general statement of altruism.","{
  ""ideological"": 0,
  ""institutionalized"": 0,
  ""interpersonal"": 0,
  ""internalized"": 0,
  ""ideological_score"": 0.0,
  ""institutionalized_score"": 0.0,
  ""interpersonal_score"": 0.0,
  ""internalized_score"": 0.0,
  ""primary_leaning"": ""none"",
  ""rationale"": ""The sentence expresses a desire to help others who are less fortunate, but it does not explicitly mention or lean towards any of the four forms of oppression. It's a general statement of altruism.""
}",0,
10,Long Beach,17,10_17,Being a lecturer gives me that chance.,0,0.0,0,0.0,0,0.0,0,0.0,none,The sentence expresses a personal opportunity without reference to any form of oppression.,"{
  ""ideological"": 0,
  ""institutionalized"": 0,
  ""interpersonal"": 0,
  ""internalized"": 0,
  ""ideological_score"": 0.0,
  ""institutionalized_score"": 0.0,
  ""interpersonal_score"": 0.0,
  ""internalized_score"": 0.0,
  ""primary_leaning"": ""none"",
  ""rationale"": ""The sentence expresses a personal opportunity without reference to any form of oppression.""
}",0,
11,Long Beach,0,11_0,I noticed the same Maria.,0,0.0,0,0.0,0,0.0,0,0.0,none,The sentence is too short and lacks context to determine any leaning towards oppression.,"{
  ""ideological"": 0,
  ""institutionalized"": 0,
  ""interpersonal"": 0,
  ""internalized"": 0,
  ""ideological_score"": 0.0,
  ""institutionalized_score"": 0.0,
  ""interpersonal_score"": 0.0,
  ""internalized_score"": 0.0,
  ""primary_leaning"": ""none"",
  ""rationale"": ""The sentence is too short and lacks context to determine any leaning towards oppression.""
}",0,
11,Long Beach,1,11_1,"I grew up in the midwest for the first half of my life, the second half in So Cal.",0,0.0,0,0.0,0,0.0,0,0.0,none,The sentence describes geographical upbringing without any mention of oppression.,"{
  ""ideological"": 0,
  ""institutionalized"": 0,
  ""interpersonal"": 0,
  ""internalized"": 0,
  ""ideological_score"": 0.0,
  ""institutionalized_score"": 0.0,
  ""interpersonal_score"": 0.0,
  ""internalized_score"": 0.0,
  ""primary_leaning"": ""none"",
  ""rationale"": ""The sentence describes geographical upbringing without any mention of oppression.""
}",0,
11,Long Beach,2,11_2,I have never felt targeted.,0,0.0,0,0.0,0,0.0,0,0.0,none,"The sentence is a personal statement about not feeling targeted, which does not directly indicate any of the four forms of oppression. It's a statement of personal experience without reference to broader systems, beliefs, interactions, or internalized feelings related to oppression.","{
  ""ideological"": 0,
  ""institutionalized"": 0,
  ""interpersonal"": 0,
  ""internalized"": 0,
  ""ideological_score"": 0.0,
  ""institutionalized_score"": 0.0,
  ""interpersonal_score"": 0.0,
  ""internalized_score"": 0.0,
  ""primary_leaning"": ""none"",
  ""rationale"": ""The sentence is a personal statement about not feeling targeted, which does not directly indicate any of the four forms of oppression. It's a statement of personal experience without reference to broader systems, beliefs, interactions, or internalized feelings related to oppression.""
}",0,
11,Long Beach,3,11_3,"Listening to others' experiences with the attitude that what they are saying is valid for them, has really helped me become more open to different norms.",1,0.6,0,0.0,0,0.0,0,0.0,ideological,"The sentence discusses becoming more open to different norms, which relates to challenging dominant beliefs and assumptions (ideological oppression).","{
  ""ideological"": 1,
  ""institutionalized"": 0,
  ""interpersonal"": 0,
  ""internalized"": 0,
  ""ideological_score"": 0.6,
  ""institutionalized_score"": 0.0,
  ""interpersonal_score"": 0.0,
  ""internalized_score"": 0.0,
  ""primary_leaning"": ""ideological"",
  ""rationale"": ""The sentence discusses becoming more open to different norms, which relates to challenging dominant beliefs and assumptions (ideological oppression).""
}",0,
12,Monterey Bay,0,12_0,I teach a SW class on Diversity and Social Justice and I give my students a similar activity.,0,0.0,0,0.0,0,0.0,0,0.0,none,The sentence describes a teaching activity related to diversity and social justice but does not explicitly mention or lean towards any of the four forms of oppression.,"{
  ""ideological"": 0,
  ""institutionalized"": 0,
  ""interpersonal"": 0,
  ""internalized"": 0,
  ""ideological_score"": 0.0,
  ""institutionalized_score"": 0.0,
  ""interpersonal_score"": 0.0,
  ""internalized_score"": 0.0,
  ""primary_leaning"": ""none"",
  ""rationale"": ""The sentence describes a teaching activity related to diversity and social justice but does not explicitly mention or lean towards any of the four forms of oppression.""
}",0,
12,Monterey Bay,1,12_1,"However, it is quite interesting to be on the other side and reflect on these issues for myself.",0,0.0,0,0.0,0,0.0,0,0.0,none,"The sentence reflects on personal experience and perspective-taking, but does not explicitly mention or lean towards any of the four forms of oppression.","{
  ""ideological"": 0,
  ""institutionalized"": 0,
  ""interpersonal"": 0,
  ""internalized"": 0,
  ""ideological_score"": 0.0,
  ""institutionalized_score"": 0.0,
  ""interpersonal_score"": 0.0,
  ""internalized_score"": 0.0,
  ""primary_leaning"": ""none"",
  ""rationale"": ""The sentence reflects on personal experience and perspective-taking, but does not explicitly mention or lean towards any of the four forms of oppression.""
}",0,
12,Monterey Bay,2,12_2,"I think for me , reflecting on my identities, privileges and oppressions continues to be an lifelong process which continues to push my awareness and growth no matter what age.",0,0.0,0,0.0,0,0.0,0,0.0,none,"The sentence describes a personal, lifelong process of reflection on identities, privileges, and oppressions, focusing on individual awareness and growth. It does not explicitly lean towards any of the four defined types of oppression.","{
  ""ideological"": 0,
  ""institutionalized"": 0,
  ""interpersonal"": 0,
  ""internalized"": 0,
  ""ideological_score"": 0.0,
  ""institutionalized_score"": 0.0,
  ""interpersonal_score"": 0.0,
  ""internalized_score"": 0.0,
  ""primary_leaning"": ""none"",
  ""rationale"": ""The sentence describes a personal, lifelong process of reflection on identities, privileges, and oppressions, focusing on individual awareness and growth. It does not explicitly lean towards any of the four defined types of oppression.""
}",0,
12,Monterey Bay,3,12_3,A highlight is how much I have learned at myself about these issues over the years; I see things quite different now at the age of 65 compared to 20-30 years ago.,0,0.0,0,0.0,0,0.0,0,0.0,none,"The sentence describes personal growth and a change in perspective over time, but does not explicitly mention any form of oppression.","{
  ""ideological"": 0,
  ""institutionalized"": 0,
  ""interpersonal"": 0,
  ""internalized"": 0,
  ""ideological_score"": 0.0,
  ""institutionalized_score"": 0.0,
  ""interpersonal_score"": 0.0,
  ""internalized_score"": 0.0,
  ""primary_leaning"": ""none"",
  ""rationale"": ""The sentence describes personal growth and a change in perspective over time, but does not explicitly mention any form of oppression.""
}",0,
13,Northridge,0,13_0,"A highlight for me was learning that there was a term for LGBTQ+ advocates: ""LGBTQ+ ally.""",0,0.0,0,0.0,0,0.0,0,0.0,none,"The sentence describes learning a new term related to LGBTQ+ advocacy, which is a form of identity reflection and learning about social concepts, but it does not clearly lean toward any of the four specified forms of oppression.","{
  ""ideological"": 0,
  ""institutionalized"": 0,
  ""interpersonal"": 0,
  ""internalized"": 0,
  ""ideological_score"": 0.0,
  ""institutionalized_score"": 0.0,
  ""interpersonal_score"": 0.0,
  ""internalized_score"": 0.0,
  ""primary_leaning"": ""none"",
  ""rationale"": ""The sentence describes learning a new term related to LGBTQ+ advocacy, which is a form of identity reflection and learning about social concepts, but it does not clearly lean toward any of the four specified forms of oppression.""
}",0,
13,Northridge,1,13_1,"As the parent of a nonbinary child, I was surprised that I did not know this term.",0,0.0,0,0.0,0,0.0,0,0.0,none,The sentence expresses personal surprise at not knowing a term related to their child's identity. It does not clearly lean toward any of the specified forms of oppression.,"{
  ""ideological"": 0,
  ""institutionalized"": 0,
  ""interpersonal"": 0,
  ""internalized"": 0,
  ""ideological_score"": 0.0,
  ""institutionalized_score"": 0.0,
  ""interpersonal_score"": 0.0,
  ""internalized_score"": 0.0,
  ""primary_leaning"": ""none"",
  ""rationale"": ""The sentence expresses personal surprise at not knowing a term related to their child's identity. It does not clearly lean toward any of the specified forms of oppression.""
}",0,
13,Northridge,2,13_2,"It led me to focus on retention statistics for nonbinary students at CSUN, and I was shocked to find that they have some of the lowest retention rates.",0,0.0,1,0.7,0,0.0,0,0.0,institutionalized,"The sentence discusses retention statistics for a specific student group, implying systemic issues within the institution (CSUN) that lead to lower retention rates for nonbinary students.","{
  ""ideological"": 0,
  ""institutionalized"": 1,
  ""interpersonal"": 0,
  ""internalized"": 0,
  ""ideological_score"": 0.0,
  ""institutionalized_score"": 0.7,
  ""interpersonal_score"": 0.0,
  ""internalized_score"": 0.0,
  ""primary_leaning"": ""institutionalized"",
  ""rationale"": ""The sentence discusses retention statistics for a specific student group, implying systemic issues within the institution (CSUN) that lead to lower retention rates for nonbinary students.""
}",0,
13,Northridge,3,13_3,"From my child's personal experience, I can relate to this.",0,0.0,0,0.0,0,0.0,0,0.0,none,The sentence expresses a personal connection to an experience but does not explicitly mention any form of oppression.,"{
  ""ideological"": 0,
  ""institutionalized"": 0,
  ""interpersonal"": 0,
  ""internalized"": 0,
  ""ideological_score"": 0.0,
  ""institutionalized_score"": 0.0,
  ""interpersonal_score"": 0.0,
  ""internalized_score"": 0.0,
  ""primary_leaning"": ""none"",
  ""rationale"": ""The sentence expresses a personal connection to an experience but does not explicitly mention any form of oppression.""
}",0,
13,Northridge,4,13_4,"My child expressed to their professors that they wished to go by ""they/their"" pronouns in class and one of their professors flatly refused!",0,0.2,1,0.8,1,0.7,0,0.0,institutionalized,"The sentence describes a professor refusing to use a student's correct pronouns, which is an interpersonal act of mistreatment. This refusal within an academic setting also points to institutionalized oppression, as it suggests a lack of inclusive policies or a disregard for them within the educational system.","{
  ""ideological"": 0,
  ""institutionalized"": 1,
  ""interpersonal"": 1,
  ""internalized"": 0,
  ""ideological_score"": 0.2,
  ""institutionalized_score"": 0.8,
  ""interpersonal_score"": 0.7,
  ""internalized_score"": 0.0,
  ""primary_leaning"": ""institutionalized"",
  ""rationale"": ""The sentence describes a professor refusing to use a student's correct pronouns, which is an interpersonal act of mistreatment. This refusal within an academic setting also points to institutionalized oppression, as it suggests a lack of inclusive policies or a disregard for them within the educational system.""
}",0,
13,Northridge,5,13_5,And this was in the graduate program for marriage and family therapy of all places.,0,0.0,1,0.7,0,0.0,0,0.0,institutionalized,"The sentence implies that even within a graduate program for marriage and family therapy, which is an institution, there are issues that suggest oppression. This points to systemic or institutional problems within the educational setting.","{
  ""ideological"": 0,
  ""institutionalized"": 1,
  ""interpersonal"": 0,
  ""internalized"": 0,
  ""ideological_score"": 0.0,
  ""institutionalized_score"": 0.7,
  ""interpersonal_score"": 0.0,
  ""internalized_score"": 0.0,
  ""primary_leaning"": ""institutionalized"",
  ""rationale"": ""The sentence implies that even within a graduate program for marriage and family therapy, which is an institution, there are issues that suggest oppression. This points to systemic or institutional problems within the educational setting.""
}",0,
13,Northridge,6,13_6,"It made my child want to drop out, and I had to encourage them to not throw their dreams away because of one insensitive/ignorant professor.",0,0.0,0,0.0,1,0.8,0,0.0,interpersonal,"The sentence describes a negative interaction with a professor, which is a form of interpersonal oppression. The parent's encouragement suggests the child was experiencing discouragement due to this interaction.","{
  ""ideological"": 0,
  ""institutionalized"": 0,
  ""interpersonal"": 1,
  ""internalized"": 0,
  ""ideological_score"": 0.0,
  ""institutionalized_score"": 0.0,
  ""interpersonal_score"": 0.8,
  ""internalized_score"": 0.0,
  ""primary_leaning"": ""interpersonal"",
  ""rationale"": ""The sentence describes a negative interaction with a professor, which is a form of interpersonal oppression. The parent's encouragement suggests the child was experiencing discouragement due to this interaction.""
}",0,
13,Northridge,7,13_7,"But it made me understand the significant impact that one instructor's comments/reactions can have on a student's willingness to stay the course, particularly if that student is a member of a targeted group.",0,0.0,0,0.0,1,0.7,0,0.0,interpersonal,"The sentence describes the impact of an instructor's personal comments and reactions on a student, which falls under interpersonal interactions and mistreatment.","{
  ""ideological"": 0,
  ""institutionalized"": 0,
  ""interpersonal"": 1,
  ""internalized"": 0,
  ""ideological_score"": 0.0,
  ""institutionalized_score"": 0.0,
  ""interpersonal_score"": 0.7,
  ""internalized_score"": 0.0,
  ""primary_leaning"": ""interpersonal"",
  ""rationale"": ""The sentence describes the impact of an instructor's personal comments and reactions on a student, which falls under interpersonal interactions and mistreatment.""
}",0,
13,Northridge,8,13_8,An insight that I had was that there are so many things that shape my identity.,0,0.0,0,0.0,0,0.0,0,0.0,none,The sentence is a general reflection on identity and does not clearly lean toward any of the four forms of oppression.,"{
  ""ideological"": 0,
  ""institutionalized"": 0,
  ""interpersonal"": 0,
  ""internalized"": 0,
  ""ideological_score"": 0.0,
  ""institutionalized_score"": 0.0,
  ""interpersonal_score"": 0.0,
  ""internalized_score"": 0.0,
  ""primary_leaning"": ""none"",
  ""rationale"": ""The sentence is a general reflection on identity and does not clearly lean toward any of the four forms of oppression.""
}",0,
13,Northridge,9,13_9,"Prior to my mapping experience, I would have described my identity as a 64 year-old, white female.",0,0.0,0,0.0,0,0.0,0,0.0,none,"ERROR: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}",,0,
13,Northridge,10,13_10,Now I can see that there are many more aspects of my experiences that have shaped my identity.,0,0.0,0,0.0,0,0.0,0,0.0,none,The sentence reflects on personal identity development without explicitly mentioning any form of oppression.,"{
  ""ideological"": 0,
  ""institutionalized"": 0,
  ""interpersonal"": 0,
  ""internalized"": 0,
  ""ideological_score"": 0.0,
  ""institutionalized_score"": 0.0,
  ""interpersonal_score"": 0.0,
  ""internalized_score"": 0.0,
  ""primary_leaning"": ""none"",
  ""rationale"": ""The sentence reflects on personal identity development without explicitly mentioning any form of oppression.""
}",0,
13,Northridge,11,13_11,This has made me aware that identities can be shaped by things that are not visible to an observer.,0,0.0,0,0.0,0,0.0,0,0.0,none,"ERROR: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}",,0,
14,Northridge,0,14_0,"From my identity map experience, a highlight was having the opportunity to think about how my identities overlap within individual, system, and interpersonal categories.",0,0.0,1,0.7,1,0.6,0,0.0,institutionalized,"The sentence explicitly mentions 'system' and 'interpersonal' categories in relation to identity, suggesting an awareness of how broader structures and interactions impact identity, which aligns with institutionalized and interpersonal oppression.","{
  ""ideological"": 0,
  ""institutionalized"": 1,
  ""interpersonal"": 1,
  ""internalized"": 0,
  ""ideological_score"": 0.0,
  ""institutionalized_score"": 0.7,
  ""interpersonal_score"": 0.6,
  ""internalized_score"": 0.0,
  ""primary_leaning"": ""institutionalized"",
  ""rationale"": ""The sentence explicitly mentions 'system' and 'interpersonal' categories in relation to identity, suggesting an awareness of how broader structures and interactions impact identity, which aligns with institutionalized and interpersonal oppression.""
}",0,
14,Northridge,1,14_1,"I've done very basic identity wheels with my first-year students, but this was a much more nuanced activity.",0,0.0,0,0.0,0,0.0,0,0.0,none,"The sentence describes a teaching activity (identity wheels) and compares its complexity to a previous one. It does not contain elements of ideological, institutionalized, interpersonal, or internalized oppression.","{
  ""ideological"": 0,
  ""institutionalized"": 0,
  ""interpersonal"": 0,
  ""internalized"": 0,
  ""ideological_score"": 0.0,
  ""institutionalized_score"": 0.0,
  ""interpersonal_score"": 0.0,
  ""internalized_score"": 0.0,
  ""primary_leaning"": ""none"",
  ""rationale"": ""The sentence describes a teaching activity (identity wheels) and compares its complexity to a previous one. It does not contain elements of ideological, institutionalized, interpersonal, or internalized oppression.""
}",0,
14,Northridge,2,14_2,The process of deciding where to plop certain identities within the 3 different circles was very eye-opening.,0,0.0,0,0.0,0,0.0,0,0.0,none,"The sentence describes an ""eye-opening"" experience related to identity categorization, but it does not explicitly mention any form of oppression. It's a reflection on a process without indicating negative consequences or systemic issues.","{
  ""ideological"": 0,
  ""institutionalized"": 0,
  ""interpersonal"": 0,
  ""internalized"": 0,
  ""ideological_score"": 0.0,
  ""institutionalized_score"": 0.0,
  ""interpersonal_score"": 0.0,
  ""internalized_score"": 0.0,
  ""primary_leaning"": ""none"",
  ""rationale"": ""The sentence describes an \""eye-opening\"" experience related to identity categorization, but it does not explicitly mention any form of oppression. It's a reflection on a process without indicating negative consequences or systemic issues.""
}",0,
14,Northridge,3,14_3,"As an example, I realized the ways in which my racial identity has been prominently felt in all 3 circles, as well as my religious background and allyship with different communities (queer and disability).",0,0.0,0,0.0,0,0.0,0,0.0,none,"The sentence reflects on the personal experience of how different aspects of identity have been felt, but it does not explicitly describe or lean towards any of the four forms of oppression. It's a statement of self-awareness regarding identity's presence in different social contexts.","{
  ""ideological"": 0,
  ""institutionalized"": 0,
  ""interpersonal"": 0,
  ""internalized"": 0,
  ""ideological_score"": 0.0,
  ""institutionalized_score"": 0.0,
  ""interpersonal_score"": 0.0,
  ""internalized_score"": 0.0,
  ""primary_leaning"": ""none"",
  ""rationale"": ""The sentence reflects on the personal experience of how different aspects of identity have been felt, but it does not explicitly describe or lean towards any of the four forms of oppression. It's a statement of self-awareness regarding identity's presence in different social contexts.""
}",0,
14,Northridge,4,14_4,"Much of my identity is also based on my interpersonal experiences, which I'd never thought about before.",0,0.0,0,0.0,1,0.7,0,0.0,interpersonal,"The sentence explicitly mentions 'interpersonal experiences' as a basis for identity, indicating a focus on person-to-person interactions.","{
  ""ideological"": 0,
  ""institutionalized"": 0,
  ""interpersonal"": 1,
  ""internalized"": 0,
  ""ideological_score"": 0.0,
  ""institutionalized_score"": 0.0,
  ""interpersonal_score"": 0.7,
  ""internalized_score"": 0.0,
  ""primary_leaning"": ""interpersonal"",
  ""rationale"": ""The sentence explicitly mentions 'interpersonal experiences' as a basis for identity, indicating a focus on person-to-person interactions.""
}",0,
14,Northridge,5,14_5,"An insight from this experience is that our identities can shift and change throughout our lives, and yet at the same time, experiences we may have had decades ago have contributed to who we are to today.",0,0.0,0,0.0,0,0.0,0,0.0,none,"The sentence reflects on the nature of identity and personal history, but does not clearly lean toward any of the specified forms of oppression.","{
  ""ideological"": 0,
  ""institutionalized"": 0,
  ""interpersonal"": 0,
  ""internalized"": 0,
  ""ideological_score"": 0.0,
  ""institutionalized_score"": 0.0,
  ""interpersonal_score"": 0.0,
  ""internalized_score"": 0.0,
  ""primary_leaning"": ""none"",
  ""rationale"": ""The sentence reflects on the nature of identity and personal history, but does not clearly lean toward any of the specified forms of oppression.""
}",0,
14,Northridge,6,14_6,"For myself, when we were prompted to think about our religious background, I thought about how I spent quite a bit of time within evangelical Christian communities all throughout my youth, but I don't spend time within (or even think about) these communities anymore; however, those experiences are a core part of who I am now.",0,0.0,0,0.0,0,0.0,0,0.0,none,"The sentence describes personal reflection on religious background and its influence on identity, but does not clearly lean toward any of the four oppression types.","{
  ""ideological"": 0,
  ""institutionalized"": 0,
  ""interpersonal"": 0,
  ""internalized"": 0,
  ""ideological_score"": 0.0,
  ""institutionalized_score"": 0.0,
  ""interpersonal_score"": 0.0,
  ""internalized_score"": 0.0,
  ""primary_leaning"": ""none"",
  ""rationale"": ""The sentence describes personal reflection on religious background and its influence on identity, but does not clearly lean toward any of the four oppression types.""
}",0,
15,Sacramento,0,15_0,"While working on my identity map, I gained a deeper understanding of the numerous intersecting aspects of my identity.",0,0.0,0,0.0,0,0.0,0,0.0,none,The sentence describes a personal reflection on identity without mentioning any form of oppression.,"{
  ""ideological"": 0,
  ""institutionalized"": 0,
  ""interpersonal"": 0,
  ""internalized"": 0,
  ""ideological_score"": 0.0,
  ""institutionalized_score"": 0.0,
  ""interpersonal_score"": 0.0,
  ""internalized_score"": 0.0,
  ""primary_leaning"": ""none"",
  ""rationale"": ""The sentence describes a personal reflection on identity without mentioning any form of oppression.""
}",0,
15,Sacramento,1,15_1,It was eye-opening to recognize just how many dimensions and intersections shape my personal identity.,0,0.0,0,0.0,0,0.0,0,0.0,none,The sentence reflects on personal identity and its complexities but does not explicitly mention or imply any form of oppression.,"{
  ""ideological"": 0,
  ""institutionalized"": 0,
  ""interpersonal"": 0,
  ""internalized"": 0,
  ""ideological_score"": 0.0,
  ""institutionalized_score"": 0.0,
  ""interpersonal_score"": 0.0,
  ""internalized_score"": 0.0,
  ""primary_leaning"": ""none"",
  ""rationale"": ""The sentence reflects on personal identity and its complexities but does not explicitly mention or imply any form of oppression.""
}",0,
15,Sacramento,2,15_2,"These facets include not only aspects like gender, race, and sexual orientation but also factors such as socio-economic background, education, religion, ability, and many more.",0,0.0,0,0.0,0,0.0,0,0.0,none,The sentence lists various identity facets without indicating any form of oppression associated with them.,"{
  ""ideological"": 0,
  ""institutionalized"": 0,
  ""interpersonal"": 0,
  ""internalized"": 0,
  ""ideological_score"": 0.0,
  ""institutionalized_score"": 0.0,
  ""interpersonal_score"": 0.0,
  ""internalized_score"": 0.0,
  ""primary_leaning"": ""none"",
  ""rationale"": ""The sentence lists various identity facets without indicating any form of oppression associated with them.""
}",0,
15,Sacramento,3,15_3,This process was very enlightening.,0,0.0,0,0.0,0,0.0,0,0.0,none,The sentence expresses a personal positive experience without referencing any form of oppression.,"{
  ""ideological"": 0,
  ""institutionalized"": 0,
  ""interpersonal"": 0,
  ""internalized"": 0,
  ""ideological_score"": 0.0,
  ""institutionalized_score"": 0.0,
  ""interpersonal_score"": 0.0,
  ""internalized_score"": 0.0,
  ""primary_leaning"": ""none"",
  ""rationale"": ""The sentence expresses a personal positive experience without referencing any form of oppression.""
}",0,
15,Sacramento,4,15_4,Thank you!,0,0.0,0,0.0,0,0.0,0,0.0,none,This is a simple expression of gratitude and does not relate to any form of oppression.,"{
  ""ideological"": 0,
  ""institutionalized"": 0,
  ""interpersonal"": 0,
  ""internalized"": 0,
  ""ideological_score"": 0.0,
  ""institutionalized_score"": 0.0,
  ""interpersonal_score"": 0.0,
  ""internalized_score"": 0.0,
  ""primary_leaning"": ""none"",
  ""rationale"": ""This is a simple expression of gratitude and does not relate to any form of oppression.""
}",0,
16,San Bernardino,0,16_0,"Hi, all.",0,0.0,0,0.0,0,0.0,0,0.0,none,This is a simple greeting and does not contain any elements related to the defined oppression types.,"{
  ""ideological"": 0,
  ""institutionalized"": 0,
  ""interpersonal"": 0,
  ""internalized"": 0,
  ""ideological_score"": 0.0,
  ""institutionalized_score"": 0.0,
  ""interpersonal_score"": 0.0,
  ""internalized_score"": 0.0,
  ""primary_leaning"": ""none"",
  ""rationale"": ""This is a simple greeting and does not contain any elements related to the defined oppression types.""
}",0,
16,San Bernardino,1,16_1,Thanks so much for having us do this exercise.,0,0.0,0,0.0,0,0.0,0,0.0,none,This sentence expresses gratitude for an activity and does not contain elements of any of the four oppression types.,"{
  ""ideological"": 0,
  ""institutionalized"": 0,
  ""interpersonal"": 0,
  ""internalized"": 0,
  ""ideological_score"": 0.0,
  ""institutionalized_score"": 0.0,
  ""interpersonal_score"": 0.0,
  ""internalized_score"": 0.0,
  ""primary_leaning"": ""none"",
  ""rationale"": ""This sentence expresses gratitude for an activity and does not contain elements of any of the four oppression types.""
}",0,
16,San Bernardino,2,16_2,It was helpful I already know much of this about myself--at least what I could fill out in ten minutes.,0,0.0,0,0.0,0,0.0,1,0.7,internalized,"The sentence suggests self-reflection and a pre-existing awareness of personal traits, which could stem from internalizing societal messages about oneself. The phrase 'what I could fill out in ten minutes' implies a potential limitation or self-doubt about fully expressing or understanding oneself, possibly due to internalized beliefs.","{
  ""ideological"": 0,
  ""institutionalized"": 0,
  ""interpersonal"": 0,
  ""internalized"": 1,
  ""ideological_score"": 0.0,
  ""institutionalized_score"": 0.0,
  ""interpersonal_score"": 0.0,
  ""internalized_score"": 0.7,
  ""primary_leaning"": ""internalized"",
  ""rationale"": ""The sentence suggests self-reflection and a pre-existing awareness of personal traits, which could stem from internalizing societal messages about oneself. The phrase 'what I could fill out in ten minutes' implies a potential limitation or self-doubt about fully expressing or understanding oneself, possibly due to internalized beliefs.""
}",0,
16,San Bernardino,3,16_3,But the exercise seems like something that I'd benefit from expanding upon and adding to bit by bit.,0,0.0,0,0.0,0,0.0,0,0.0,none,"The sentence expresses a personal desire for self-improvement and development of an exercise, without referencing any form of oppression.","{
  ""ideological"": 0,
  ""institutionalized"": 0,
  ""interpersonal"": 0,
  ""internalized"": 0,
  ""ideological_score"": 0.0,
  ""institutionalized_score"": 0.0,
  ""interpersonal_score"": 0.0,
  ""internalized_score"": 0.0,
  ""primary_leaning"": ""none"",
  ""rationale"": ""The sentence expresses a personal desire for self-improvement and development of an exercise, without referencing any form of oppression.""
}",0,
16,San Bernardino,4,16_4,There's something insightful about writing down the details.,0,0.0,0,0.0,0,0.0,0,0.0,none,The sentence is a general reflection on the act of writing and does not contain elements of oppression.,"{
  ""ideological"": 0,
  ""institutionalized"": 0,
  ""interpersonal"": 0,
  ""internalized"": 0,
  ""ideological_score"": 0.0,
  ""institutionalized_score"": 0.0,
  ""interpersonal_score"": 0.0,
  ""internalized_score"": 0.0,
  ""primary_leaning"": ""none"",
  ""rationale"": ""The sentence is a general reflection on the act of writing and does not contain elements of oppression.""
}",0,
16,San Bernardino,5,16_5,"A highlight: I noticed that pretty much all of my identities really mapped out onto all three areas--personal, interpersonal, and systemic--in different ways.",0,0.0,1,0.7,1,0.7,0,0.0,institutionalized,"The sentence explicitly mentions 'systemic' and 'interpersonal' areas where identities map out, indicating a leaning towards institutionalized and interpersonal oppression. While 'personal' is mentioned, it's in the context of how identities map onto broader oppressive structures.","{
  ""ideological"": 0,
  ""institutionalized"": 1,
  ""interpersonal"": 1,
  ""internalized"": 0,
  ""ideological_score"": 0.0,
  ""institutionalized_score"": 0.7,
  ""interpersonal_score"": 0.7,
  ""internalized_score"": 0.0,
  ""primary_leaning"": ""institutionalized"",
  ""rationale"": ""The sentence explicitly mentions 'systemic' and 'interpersonal' areas where identities map out, indicating a leaning towards institutionalized and interpersonal oppression. While 'personal' is mentioned, it's in the context of how identities map onto broader oppressive structures.""
}",0,
16,San Bernardino,6,16_6,But it was useful to try to place them on the page and really think about it.,0,0.0,0,0.0,0,0.0,0,0.0,none,"The sentence describes a process of thinking and placing items on a page, which does not clearly relate to any of the four forms of oppression.","{
  ""ideological"": 0,
  ""institutionalized"": 0,
  ""interpersonal"": 0,
  ""internalized"": 0,
  ""ideological_score"": 0.0,
  ""institutionalized_score"": 0.0,
  ""interpersonal_score"": 0.0,
  ""internalized_score"": 0.0,
  ""primary_leaning"": ""none"",
  ""rationale"": ""The sentence describes a process of thinking and placing items on a page, which does not clearly relate to any of the four forms of oppression.""
}",0,
16,San Bernardino,7,16_7,"An insight: I noticed that for many people, doing this exercise in a timed and structured way (or in a way that seemed structured, even though it didn't need to be--i.e., we were told it would be fine to just make a list or draw out our map on paper) was more anxiety-provoking than enlightening.",0,0.0,0,0.0,0,0.0,0,0.0,none,"The sentence describes an observation about people's reactions to a timed and structured exercise, noting it was anxiety-provoking. This is a general observation about a specific activity and does not clearly lean towards any of the defined forms of oppression.","{
  ""ideological"": 0,
  ""institutionalized"": 0,
  ""interpersonal"": 0,
  ""internalized"": 0,
  ""ideological_score"": 0.0,
  ""institutionalized_score"": 0.0,
  ""interpersonal_score"": 0.0,
  ""internalized_score"": 0.0,
  ""primary_leaning"": ""none"",
  ""rationale"": ""The sentence describes an observation about people's reactions to a timed and structured exercise, noting it was anxiety-provoking. This is a general observation about a specific activity and does not clearly lean towards any of the defined forms of oppression.""
}",0,
