Sentence,Label,data_source
Faculty arguments during committee meetings are usually just a symptom of the flawed resource allocation model handed down by the administration,institutionalized,extra_institutionalized
My emails to the registrar staff always sound demanding because the archaic enrollment software requires constant manual overrides,institutionalized,extra_institutionalized
Whenever a student tearfully asks for an extension I am forced to say no because the master syllabus locks all assignment dates across every section,institutionalized,extra_institutionalized
Interactions between students and campus security are inherently strained by the new mandatory ID check policy at every building entrance,institutionalized,extra_institutionalized
I want to spend more time chatting with students after class but the ten-minute passing period scheduling forces me to rush them out the door,institutionalized,extra_institutionalized
Students often complain to me about their academic advisors without realizing those staff members carry impossible caseloads of five hundred students each,institutionalized,extra_institutionalized
My attempts to build rapport with non-traditional students are constantly undermined by the mandatory evening lab times that conflict with childcare,institutionalized,extra_institutionalized
Instructors end up policing student behavior in the testing center only because the proctoring software flags every minor eye movement,institutionalized,extra_institutionalized
When a student lashes out about a low grade they are usually reacting to the pressure of losing their institutional merit scholarship,institutionalized,extra_institutionalized
Staff members in the financial aid office often seem dismissive but they are just strictly enforcing federal compliance guidelines that lack any flexibility,institutionalized,extra_institutionalized
Faculty peer observations feel overly judgmental because the mandatory evaluation rubric leaves absolutely no room for discussing pedagogical innovation,institutionalized,extra_institutionalized
Students avoid asking me for letters of recommendation because the standardized application portal requires them to waive their privacy rights upfront,institutionalized,extra_institutionalized
I noticed people still act like some majors are naturally for certain kinds of students,ideological,contrastive_synthetic_v2
"There is this idea that if you struggle, you probably just are not cut out for it",ideological,contrastive_synthetic_v2
A lot of people talk about professionalism like it means sounding less like yourself,ideological,contrastive_synthetic_v2
It feels like confidence gets mistaken for intelligence way too often,ideological,contrastive_synthetic_v2
"People assume quiet students do not care, even when they are just processing",ideological,contrastive_synthetic_v2
Sometimes success gets framed like it belongs to people who already know the hidden rules,ideological,contrastive_synthetic_v2
There is a belief that asking for help means you are behind instead of learning,ideological,contrastive_synthetic_v2
I hear jokes that make it seem normal for some groups to be bad at math,ideological,contrastive_synthetic_v2
"Everyone says college is equal opportunity, but that idea ignores a lot of real life",ideological,contrastive_synthetic_v2
The message is kind of that you should be grateful just to be included,ideological,contrastive_synthetic_v2
I think people confuse being assertive with being rude depending on who is speaking,ideological,contrastive_synthetic_v2
There is still this assumption that first generation students need extra help because they lack drive,ideological,contrastive_synthetic_v2
Some students are seen as leaders right away while others have to prove they belong first,ideological,contrastive_synthetic_v2
It seems normal here to treat English sounding confidence as the same thing as being smart,ideological,contrastive_synthetic_v2
The culture around STEM makes it feel like emotions do not belong in serious work,ideological,contrastive_synthetic_v2
A lot of advice assumes every student has parents who understand college already,ideological,contrastive_synthetic_v2
People act like being busy all the time means you are more serious,ideological,contrastive_synthetic_v2
There is this weird belief that good students never need extensions,ideological,contrastive_synthetic_v2
I noticed how people call some accents hard to understand but never question their own listening,ideological,contrastive_synthetic_v2
The idea of a normal college student feels really narrow sometimes,ideological,contrastive_synthetic_v2
People keep saying fit in like the problem is difference itself,ideological,contrastive_synthetic_v2
It feels like certain careers are still imagined as male even when nobody says it directly,ideological,contrastive_synthetic_v2
The way people talk about merit makes it sound like support systems do not matter,ideological,contrastive_synthetic_v2
"I think some classmates believe poverty is just bad planning, which is frustrating",ideological,contrastive_synthetic_v2
There is an assumption that students who commute are less involved or less serious,ideological,contrastive_synthetic_v2
Sometimes diversity is treated like a nice extra instead of part of learning,ideological,contrastive_synthetic_v2
The pressure to be chill about everything makes real problems seem like complaining,ideological,contrastive_synthetic_v2
I notice people respect struggle more when it sounds inspiring and not messy,ideological,contrastive_synthetic_v2
There is this belief that leadership has to look loud and polished,ideological,contrastive_synthetic_v2
People assume group work is fair because everyone is technically assigned the same task,ideological,contrastive_synthetic_v2
The campus talks a lot about independence like needing support is a weakness,ideological,contrastive_synthetic_v2
It feels like students are expected to already know what successful people act like,ideological,contrastive_synthetic_v2
Some comments make it seem like certain neighborhoods produce less serious students,ideological,contrastive_synthetic_v2
There is a quiet norm that you should hide stress and just keep performing,ideological,contrastive_synthetic_v2
I think people call something objective when it is really based on old assumptions,ideological,contrastive_synthetic_v2
The financial aid deadlines were confusing and I missed one because the email was buried,institutionalized,contrastive_synthetic_v2
"My department only offers the required class during work hours, so it is not really a choice",institutionalized,contrastive_synthetic_v2
The attendance policy made it hard when my bus was late even though I emailed proof,institutionalized,contrastive_synthetic_v2
I had to fill out three different forms just to get one accommodation approved,institutionalized,contrastive_synthetic_v2
The internship listing said entry level but required experience I could only get through unpaid work,institutionalized,contrastive_synthetic_v2
"My advisor changed twice, and nobody explained which requirements still counted",institutionalized,contrastive_synthetic_v2
The lab closes before I can get there after my shift,institutionalized,contrastive_synthetic_v2
"The school website says resources are available, but the office hours overlap with most classes",institutionalized,contrastive_synthetic_v2
I could not register because the system put a hold on my account for a small fee,institutionalized,contrastive_synthetic_v2
"The policy treats every absence the same, even when students have caretaking responsibilities",institutionalized,contrastive_synthetic_v2
"Transfer students get told to catch up, but the course sequence is not built for us",institutionalized,contrastive_synthetic_v2
The scholarship rules do not count part time students even though many of us have to work,institutionalized,contrastive_synthetic_v2
The application portal timed out and there was no way to save my progress,institutionalized,contrastive_synthetic_v2
"My program requires networking events, but they are always off campus and late at night",institutionalized,contrastive_synthetic_v2
The grading rubric rewards participation in a way that does not fit online students well,institutionalized,contrastive_synthetic_v2
"There are tutoring services, but the waitlist is so long it feels mostly symbolic",institutionalized,contrastive_synthetic_v2
The campus shuttle stops running before evening classes end,institutionalized,contrastive_synthetic_v2
"I lost access to the software after the trial ended, and the class still expected us to use it",institutionalized,contrastive_synthetic_v2
"The department says prerequisites are flexible, but the registration system blocks you automatically",institutionalized,contrastive_synthetic_v2
"My workplace schedule changed every week, and the school had no option for flexible deadlines",institutionalized,contrastive_synthetic_v2
The required textbook was online only and the access code expired before finals,institutionalized,contrastive_synthetic_v2
"The campus clinic had appointments, but none were available until after the withdrawal date",institutionalized,contrastive_synthetic_v2
The rule about late work did not leave room for family emergencies,institutionalized,contrastive_synthetic_v2
The honors program required extra meetings at times commuter students could not attend,institutionalized,contrastive_synthetic_v2
I kept getting sent to different offices because no one department owned the problem,institutionalized,contrastive_synthetic_v2
"The school says to report bias, but the form asks for details that many students would not have",institutionalized,contrastive_synthetic_v2
The online exam system flagged my room noise even though I live with other people,institutionalized,contrastive_synthetic_v2
The class size was so big that getting feedback before the next assignment was basically impossible,institutionalized,contrastive_synthetic_v2
"The program requires unpaid field hours, which blocks students who need paid work",institutionalized,contrastive_synthetic_v2
"My name change showed in one system but not the others, so it kept causing problems",institutionalized,contrastive_synthetic_v2
"The advising checklist was different from the catalog, and students had to figure out which one mattered",institutionalized,contrastive_synthetic_v2
The placement test decided my math level without considering what I learned outside school,institutionalized,contrastive_synthetic_v2
The meal plan rules did not help students who were only on campus two days a week,institutionalized,contrastive_synthetic_v2
Campus housing priority went to groups that did not include students like me,institutionalized,contrastive_synthetic_v2
"The complaint process took months, so by the time anything happened the semester was over",institutionalized,contrastive_synthetic_v2
The school required a laptop but did not provide enough loaners,institutionalized,contrastive_synthetic_v2
"The disability office approved my note, but professors could still decide how much to follow it",institutionalized,contrastive_synthetic_v2
The transfer credit policy made me retake a class I had basically already passed,institutionalized,contrastive_synthetic_v2
"The campus job application asked for availability during classes, which made no sense",institutionalized,contrastive_synthetic_v2
The parking permit cost more than I expected and there was no payment plan,institutionalized,contrastive_synthetic_v2
"The program advertises mentorship, but there is no actual structure for matching students",institutionalized,contrastive_synthetic_v2
The final exam schedule put three of my exams on the same day and the rule did not count it as a conflict,institutionalized,contrastive_synthetic_v2
"Getting into research depended on knowing which professor to email, not any clear process",institutionalized,contrastive_synthetic_v2
"The school requires service hours, but approved sites are mostly far from public transit",institutionalized,contrastive_synthetic_v2
The withdrawal policy punished me for waiting to see if I could recover my grade,institutionalized,contrastive_synthetic_v2
My lab partner kept checking my work like I could not handle the equipment,interpersonal,contrastive_synthetic_v2
"A classmate laughed when I mispronounced a term, and the table got quiet after that",interpersonal,contrastive_synthetic_v2
My professor called on me only when the topic was about my background,interpersonal,contrastive_synthetic_v2
People in my group ignored my idea until another student repeated it,interpersonal,contrastive_synthetic_v2
"Someone told me I was surprisingly good at coding, which did not feel like a compliment",interpersonal,contrastive_synthetic_v2
My roommate kept making jokes about my food until I stopped eating it in the room,interpersonal,contrastive_synthetic_v2
"When I asked a question, the tutor spoke to me slowly like I was a child",interpersonal,contrastive_synthetic_v2
A student in class said people like me only got in because of diversity,interpersonal,contrastive_synthetic_v2
My manager at the campus job gave better shifts to his friends,interpersonal,contrastive_synthetic_v2
The group chat left me out of decisions and then acted like I was not contributing,interpersonal,contrastive_synthetic_v2
My instructor corrected my tone in front of everyone instead of talking to me after class,interpersonal,contrastive_synthetic_v2
A classmate kept touching my hair even after I moved away,interpersonal,contrastive_synthetic_v2
"During peer review, someone wrote that my writing sounded angry without explaining anything",interpersonal,contrastive_synthetic_v2
My advisor brushed off my concern and said I was probably overthinking it,interpersonal,contrastive_synthetic_v2
The team leader assigned me note taking every time even when I asked to present,interpersonal,contrastive_synthetic_v2
People kept asking where I was really from during the first week,interpersonal,contrastive_synthetic_v2
My professor joked about my name being hard before even trying to say it,interpersonal,contrastive_synthetic_v2
A student told me I did not look like someone in this major,interpersonal,contrastive_synthetic_v2
"When I shared my answer, two classmates rolled their eyes and whispered",interpersonal,contrastive_synthetic_v2
My project group talked over me so much that I stopped trying in that meeting,interpersonal,contrastive_synthetic_v2
The TA replied warmly to others but gave me one word answers every time,interpersonal,contrastive_synthetic_v2
My classmates made plans to study and somehow never invited me,interpersonal,contrastive_synthetic_v2
A professor asked if I was sure I wanted the harder track,interpersonal,contrastive_synthetic_v2
My coworker kept calling me by the wrong name even after I corrected him,interpersonal,contrastive_synthetic_v2
"Someone said my scholarship must be nice, like I had not earned it",interpersonal,contrastive_synthetic_v2
"In discussion, a student interrupted me and said my point was too emotional",interpersonal,contrastive_synthetic_v2
"My classmates stared at me whenever immigration came up, which felt weird",interpersonal,contrastive_synthetic_v2
The club officers were polite but kept giving the real tasks to people they already knew,interpersonal,contrastive_synthetic_v2
My professor compared my answer to another student's and made it sound embarrassing,interpersonal,contrastive_synthetic_v2
A classmate told me to calm down when I was just explaining my point,interpersonal,contrastive_synthetic_v2
I started thinking maybe I only got accepted because they needed numbers,internalized,contrastive_synthetic_v2
"I catch myself apologizing before I ask questions, even when I know they are fair",internalized,contrastive_synthetic_v2
Sometimes I hide parts of my background because I do not want it to become the whole conversation,internalized,contrastive_synthetic_v2
"I felt embarrassed for needing help, like it proved something bad about me",internalized,contrastive_synthetic_v2
I keep wondering if my accent makes me sound less smart,internalized,contrastive_synthetic_v2
"Even when I do well, I feel like people will figure out I am not really supposed to be here",internalized,contrastive_synthetic_v2
I stopped raising my hand because I was scared my answer would confirm what people already think,internalized,contrastive_synthetic_v2
"I felt weird being proud of myself, like I was taking up too much space",internalized,contrastive_synthetic_v2
I started dressing differently on campus so I would not stand out so much,internalized,contrastive_synthetic_v2
I blamed myself for not understanding things that nobody actually explained,internalized,contrastive_synthetic_v2
"I kept telling myself not to be sensitive, even though it bothered me for days",internalized,contrastive_synthetic_v2
I feel guilty asking for extensions because I think I should just handle everything,internalized,contrastive_synthetic_v2
I sometimes downplay my goals because I am afraid they sound too big for someone like me,internalized,contrastive_synthetic_v2
I started believing I was bad at science before I even gave myself a real chance,internalized,contrastive_synthetic_v2
I avoid speaking in class because I do not trust how I sound,internalized,contrastive_synthetic_v2
I felt like I had to prove I was not a burden before I could ask for support,internalized,contrastive_synthetic_v2
I get nervous showing my work because I expect it to be judged harder,internalized,contrastive_synthetic_v2
I keep comparing myself to students who seem to already know how college works,internalized,contrastive_synthetic_v2
I felt ashamed that my family could not help me with school stuff,internalized,contrastive_synthetic_v2
Sometimes I pretend I understand because admitting confusion feels unsafe,internalized,contrastive_synthetic_v2
I started using a shorter version of my name so people would not struggle with it,internalized,contrastive_synthetic_v2
I feel like I have to be extra perfect or I will lose my place,internalized,contrastive_synthetic_v2
I kept my financial stress private because I did not want people to see me as needy,internalized,contrastive_synthetic_v2
I feel uncomfortable correcting people because I worry I am making it awkward,internalized,contrastive_synthetic_v2
I started thinking my problems were just personal weakness,internalized,contrastive_synthetic_v2
"I question my own reaction a lot, like maybe I am making things bigger than they are",internalized,contrastive_synthetic_v2
I feel pressure to sound confident even when I am completely lost,internalized,contrastive_synthetic_v2
I hide how tired I am because I do not want to look like I cannot keep up,internalized,contrastive_synthetic_v2
"I felt smaller in class after a while, even when nobody was directly saying anything",internalized,contrastive_synthetic_v2
I sometimes feel embarrassed by how much I do not know about campus culture,internalized,contrastive_synthetic_v2
I started avoiding office hours because I felt like my questions were stupid,internalized,contrastive_synthetic_v2
I feel like I have to translate myself before people can take me seriously,internalized,contrastive_synthetic_v2
I stopped mentioning my community because I was scared it would change how people saw me,internalized,contrastive_synthetic_v2
I took one bad grade as proof that I was not meant for the program,internalized,contrastive_synthetic_v2
"I feel tense when I speak up, like I need to represent more than just myself",internalized,contrastive_synthetic_v2
I started believing that needing accommodations meant I was less capable,internalized,contrastive_synthetic_v2
I sometimes make myself laugh along so I do not seem difficult,internalized,contrastive_synthetic_v2
I keep editing my emails over and over because I am scared of sounding unprofessional,internalized,contrastive_synthetic_v2
"I felt embarrassed explaining my home responsibilities, so I just said I was busy",internalized,contrastive_synthetic_v2
"I started thinking I should be grateful for any seat, even when I felt invisible",internalized,contrastive_synthetic_v2
